CustomerID,Churned,Recency,Frequency,Monetary,InvoiceNo_nunique,Quantity_sum,Quantity_mean,TotalPrice_sum,TotalPrice_mean,TotalPrice_std,StockCode_nunique,CustomerLifetime,AvgDaysBetweenPurchases,Country_United Kingdom,Country_Germany,Country_France,Country_Netherlands,Country_Belgium,Country_Spain,Country_Portugal,Country_Switzerland,Country_Austria,Country_Denmark
17473,0,1,1,298.1,1,116,7.25,298.1,18.63125,16.788258545781332,16,0,0.0,1,0,0,0,0,0,0,0,0,0
17474,1,144,1,1047.0,1,200,33.333333333333336,1047.0,174.5,100.68165672057646,6,0,0.0,1,0,0,0,0,0,0,0,0,0
17477,1,157,2,1144.3,2,225,5.113636363636363,1144.3,26.00681818181818,22.14662752138176,44,34,17.0,1,0,0,0,0,0,0,0,0,0
17478,0,178,1,706.2,1,236,9.076923076923077,706.2,27.161538461538463,18.085085942247044,26,0,0.0,1,0,0,0,0,0,0,0,0,0
17479,1,177,1,389.26000000000005,1,266,14.777777777777779,389.26000000000005,21.625555555555557,11.901406353982473,18,0,0.0,1,0,0,0,0,0,0,0,0,0
17482,1,32,2,778.19,2,241,4.462962962962963,778.19,14.410925925925927,9.924332260892829,50,91,45.5,1,0,0,0,0,0,0,0,0,0
17484,1,121,2,209.57,2,339,24.214285714285715,209.57,14.969285714285714,7.7418726260667565,14,47,23.5,1,0,0,0,0,0,0,0,0,0
17490,0,114,1,353.14,1,226,10.761904761904763,353.14,16.816190476190474,5.167480504259765,21,0,0.0,1,0,0,0,0,0,0,0,0,0
17491,0,33,4,1157.51,4,649,13.808510638297872,1157.51,24.627872340425533,14.062235572187541,39,102,25.5,1,0,0,0,0,0,0,0,0,0
17492,1,23,2,747.85,2,295,10.925925925925926,747.85,27.69814814814815,16.867928612296048,23,40,20.0,1,0,0,0,0,0,0,0,0,0
17494,1,46,1,54.699999999999996,1,26,8.666666666666666,54.699999999999996,18.23333333333333,2.8005951748393274,3,0,0.0,1,0,0,0,0,0,0,0,0,0
17496,1,108,3,1141.84,3,596,9.612903225806452,1141.84,18.416774193548385,10.839543541020708,49,130,43.333333333333336,1,0,0,0,0,0,0,0,0,0
17497,0,155,1,204.60000000000002,1,44,14.666666666666666,204.60000000000002,68.2,41.91992366405264,3,0,0.0,1,0,0,0,0,0,0,0,0,0
17499,1,106,1,718.51,1,375,12.096774193548388,718.51,23.17774193548387,19.278558505876834,31,0,0.0,1,0,0,0,0,0,0,0,0,0
17504,0,45,5,2427.9900000000002,5,1589,18.264367816091955,2427.9900000000002,27.90793103448276,36.6373540204952,74,169,33.8,1,0,0,0,0,0,0,0,0,0
17505,1,95,3,1289.64,3,686,13.72,1289.64,25.792800000000003,17.87870595691639,47,54,18.0,1,0,0,0,0,0,0,0,0,0
17508,0,18,6,3430.62,6,2188,12.7953216374269,3430.62,20.062105263157893,19.498204539076877,147,258,43.0,0,0,0,0,0,0,0,0,0,0
17511,0,3,20,61806.32,20,39747,56.94412607449857,61806.32,88.54773638968481,93.93744890651352,343,279,13.95,1,0,0,0,0,0,0,0,0,0
17512,0,8,7,2065.9900000000002,7,2261,32.3,2065.9900000000002,29.51414285714286,30.617052248462674,42,265,37.857142857142854,1,0,0,0,0,0,0,0,0,0
17513,0,24,1,387.0,1,102,14.571428571428571,387.0,55.285714285714285,61.437215338680744,7,0,0.0,1,0,0,0,0,0,0,0,0,0
17515,0,28,3,522.34,3,147,2.826923076923077,522.34,10.045,5.564131452754276,47,67,22.333333333333332,1,0,0,0,0,0,0,0,0,0
17518,0,166,1,153.55,1,154,3.948717948717949,153.55,3.9371794871794874,2.7217611836126956,39,0,0.0,1,0,0,0,0,0,0,0,0,0
17519,0,64,8,2621.31,8,1722,16.557692307692307,2621.31,25.204903846153847,19.706971167889396,83,219,27.375,1,0,0,0,0,0,0,0,0,0
17526,0,21,6,1910.2,6,944,18.50980392156863,1910.2,37.45490196078431,36.17009473985651,37,245,40.833333333333336,1,0,0,0,0,0,0,0,0,0
17529,1,155,2,1240.25,2,790,9.634146341463415,1240.25,15.125,4.862346700112895,78,87,43.5,1,0,0,0,0,0,0,0,0,0
17530,0,127,2,455.87,2,245,2.474747474747475,455.87,4.604747474747475,4.249309510159422,78,151,75.5,1,0,0,0,0,0,0,0,0,0
17531,1,72,2,970.12,2,336,7.636363636363637,970.12,22.048181818181817,12.82673249057522,43,90,45.0,1,0,0,0,0,0,0,0,0,0
17534,0,89,3,1151.53,3,595,9.015151515151516,1151.53,17.44742424242424,6.971693605211127,59,107,35.666666666666664,1,0,0,0,0,0,0,0,0,0
17539,1,162,4,1226.57,4,747,5.0134228187919465,1226.57,8.232013422818792,7.744796158735176,132,108,27.0,1,0,0,0,0,0,0,0,0,0
17540,0,38,3,599.35,3,223,8.25925925925926,599.35,22.19814814814815,11.339070317689881,20,106,35.333333333333336,1,0,0,0,0,0,0,0,0,0
17541,1,54,1,124.46,1,46,1.393939393939394,124.46,3.7715151515151515,3.826624753954293,31,0,0.0,1,0,0,0,0,0,0,0,0,0
17543,1,94,1,120.05,1,62,4.769230769230769,120.05,9.234615384615385,4.243936096331281,13,0,0.0,1,0,0,0,0,0,0,0,0,0
17545,0,122,1,339.8,1,112,16.0,339.8,48.542857142857144,59.0164061128445,7,0,0.0,1,0,0,0,0,0,0,0,0,0
17550,0,29,5,1915.0,5,712,3.109170305676856,1915.0,8.362445414847162,10.762415358301087,179,186,37.2,1,0,0,0,0,0,0,0,0,0
17552,0,52,7,1460.31,7,1071,13.909090909090908,1460.31,18.965064935064934,9.397831444061504,55,120,17.142857142857142,1,0,0,0,0,0,0,0,0,0
17553,1,17,3,2270.0,3,1240,310.0,2270.0,567.5,277.9370432310166,2,138,46.0,1,0,0,0,0,0,0,0,0,0
17555,0,131,1,156.65,1,90,1.7647058823529411,156.65,3.0715686274509806,2.147050416314455,47,0,0.0,1,0,0,0,0,0,0,0,0,0
17559,1,57,1,167.62,1,270,22.5,167.62,13.968333333333334,7.276509944313756,12,0,0.0,1,0,0,0,0,0,0,0,0,0
17560,0,114,2,383.6,2,344,26.46153846153846,383.6,29.50769230769231,28.940469402391685,11,90,45.0,1,0,0,0,0,0,0,0,0,0
17561,0,75,2,364.46999999999997,2,160,1.5686274509803921,364.46999999999997,3.5732352941176466,3.4781448229530443,92,202,101.0,1,0,0,0,0,0,0,0,0,0
17563,1,123,2,392.38,2,256,8.827586206896552,392.38,13.530344827586207,4.785720189688293,27,33,16.5,1,0,0,0,0,0,0,0,0,0
17565,1,131,1,131.83,1,67,2.2333333333333334,131.83,4.394333333333334,2.664925027519321,30,0,0.0,1,0,0,0,0,0,0,0,0,0
17568,1,178,1,382.79,1,283,4.3538461538461535,382.79,5.8890769230769235,6.595923154465598,61,0,0.0,1,0,0,0,0,0,0,0,0,0
17571,1,87,1,205.23999999999998,1,115,2.1296296296296298,205.23999999999998,3.8007407407407405,4.206928629957271,53,0,0.0,1,0,0,0,0,0,0,0,0,0
17572,0,71,3,140.60999999999999,3,97,16.166666666666668,140.60999999999999,23.435,13.54346890571245,4,198,66.0,1,0,0,0,0,0,0,0,0,0
17576,0,15,15,3470.28,15,1856,5.6072507552870094,3470.28,10.484229607250755,8.797536101099618,170,265,17.666666666666668,1,0,0,0,0,0,0,0,0,0
17578,1,19,6,903.87,6,391,6.516666666666667,903.87,15.0645,10.34062244872709,52,55,9.166666666666666,1,0,0,0,0,0,0,0,0,0
17579,1,123,1,304.38,1,117,2.659090909090909,304.38,6.917727272727273,7.27246571014848,43,0,0.0,1,0,0,0,0,0,0,0,0,0
17581,0,36,16,5082.37,16,2725,9.83754512635379,5082.37,18.347906137184115,11.197834027355528,183,244,15.25,1,0,0,0,0,0,0,0,0,0
17582,0,78,3,763.59,3,275,5.288461538461538,763.59,14.684423076923078,17.19608909179033,47,89,29.666666666666668,1,0,0,0,0,0,0,0,0,0
17583,1,105,1,135.95,1,55,7.857142857142857,135.95,19.42142857142857,1.9794479749956255,7,0,0.0,1,0,0,0,0,0,0,0,0,0
17584,1,12,4,4067.12,4,2006,22.53932584269663,4067.12,45.697977528089886,42.6728494739543,73,216,54.0,1,0,0,0,0,0,0,0,0,0
17585,0,4,2,719.59,2,672,5.463414634146342,719.59,5.850325203252033,8.616517585614972,105,18,9.0,1,0,0,0,0,0,0,0,0,0
17586,1,164,1,167.4,1,68,8.5,167.4,20.925,13.30453735707162,8,0,0.0,1,0,0,0,0,0,0,0,0,0
17587,1,173,1,181.66,1,68,1.5813953488372092,181.66,4.224651162790698,3.4082807765214644,42,0,0.0,1,0,0,0,0,0,0,0,0,0
17588,0,95,2,1004.93,2,473,15.258064516129032,1004.93,32.417096774193546,39.89393631397704,26,87,43.5,1,0,0,0,0,0,0,0,0,0
17589,0,19,12,9716.48,12,5849,6.491675915649279,9716.48,10.78410654827969,10.918863789371908,481,168,14.0,1,0,0,0,0,0,0,0,0,0
17593,0,81,5,3235.9700000000003,5,1767,10.840490797546012,3235.9700000000003,19.852576687116567,10.257981992295946,128,198,39.6,1,0,0,0,0,0,0,0,0,0
17594,0,149,1,611.7,1,320,12.307692307692308,611.7,23.52692307692308,12.772652275617864,26,0,0.0,1,0,0,0,0,0,0,0,0,0
17596,0,79,5,1356.77,5,1958,9.989795918367347,1356.77,6.922295918367347,8.420997464164826,137,189,37.8,1,0,0,0,0,0,0,0,0,0
17597,0,19,3,872.05,3,682,15.5,872.05,19.81931818181818,14.722967249864816,37,108,36.0,1,0,0,0,0,0,0,0,0,0
17599,1,22,1,52.05,1,11,3.6666666666666665,52.05,17.349999999999998,3.375277766347533,3,0,0.0,1,0,0,0,0,0,0,0,0,0
17602,1,17,8,2348.16,8,1785,4.863760217983652,2348.16,6.39825613079019,8.428089335477294,210,147,18.375,1,0,0,0,0,0,0,0,0,0
17603,1,162,3,1398.76,3,566,5.895833333333333,1398.76,14.570416666666667,18.848528738711543,93,112,37.333333333333336,1,0,0,0,0,0,0,0,0,0
17604,0,16,3,432.28000000000003,3,356,3.4563106796116503,432.28000000000003,4.196893203883495,3.269019169662366,75,209,69.66666666666667,1,0,0,0,0,0,0,0,0,0
17605,1,135,1,160.75,1,71,5.461538461538462,160.75,12.365384615384615,17.65067733137769,13,0,0.0,1,0,0,0,0,0,0,0,0,0
17608,0,152,1,164.92,1,156,2.6440677966101696,164.92,2.7952542372881353,2.7007804465479737,48,0,0.0,1,0,0,0,0,0,0,0,0,0
17609,0,126,3,503.54,3,419,3.6120689655172415,503.54,4.340862068965517,3.3209256354910703,107,27,9.0,1,0,0,0,0,0,0,0,0,0
17610,1,85,5,1529.49,5,902,5.745222929936306,1529.49,9.741974522292994,6.5181981385737044,114,193,38.6,1,0,0,0,0,0,0,0,0,0
17611,0,3,12,3922.41,12,2479,5.153846153846154,3922.41,8.154698544698544,5.8848715968165966,358,280,23.333333333333332,1,0,0,0,0,0,0,0,0,0
17612,0,1,9,2384.46,9,1184,7.946308724832215,2384.46,16.00308724832215,5.623824669920994,103,265,29.444444444444443,1,0,0,0,0,0,0,0,0,0
17615,0,30,1,122.7,1,54,9.0,122.7,20.45,19.673611768051128,6,0,0.0,1,0,0,0,0,0,0,0,0,0
17617,1,103,1,395.33,1,255,13.421052631578947,395.33,20.806842105263158,9.319368154924323,18,0,0.0,1,0,0,0,0,0,0,0,0,0
17618,0,26,6,2216.63,6,1146,5.483253588516747,2216.63,10.605885167464116,9.046249292164175,146,203,33.833333333333336,1,0,0,0,0,0,0,0,0,0
17622,1,142,2,1130.21,2,379,9.973684210526315,1130.21,29.742368421052632,17.397263598780768,19,0,0.0,1,0,0,0,0,0,0,0,0,0
17623,0,29,5,1407.17,5,343,2.5220588235294117,1407.17,10.346838235294118,8.911207483729843,90,240,48.0,1,0,0,0,0,0,0,0,0,0
17625,0,82,3,2349.62,3,1233,5.074074074074074,2349.62,9.669218106995885,8.03762195810981,202,187,62.333333333333336,1,0,0,0,0,0,0,0,0,0
17626,1,147,1,254.0,1,202,11.222222222222221,254.0,14.11111111111111,6.570931430876527,18,0,0.0,1,0,0,0,0,0,0,0,0,0
17627,1,23,1,296.36,1,676,67.6,296.36,29.636000000000003,17.550523385674605,10,0,0.0,1,0,0,0,0,0,0,0,0,0
17635,0,71,2,852.08,2,504,10.5,852.08,17.75166666666667,18.348515080893026,43,64,32.0,1,0,0,0,0,0,0,0,0,0
17639,0,19,3,269.13,3,169,4.447368421052632,269.13,7.082368421052632,5.76585917941235,26,8,2.6666666666666665,1,0,0,0,0,0,0,0,0,0
17640,0,75,3,1573.32,3,838,25.393939393939394,1573.32,47.67636363636363,36.69198565577552,25,96,32.0,1,0,0,0,0,0,0,0,0,0
17642,0,165,2,648.71,2,539,13.475,648.71,16.217750000000002,8.40530097922032,33,113,56.5,1,0,0,0,0,0,0,0,0,0
17643,0,50,1,338.15000000000003,1,155,6.739130434782608,338.15000000000003,14.70217391304348,3.3929565500014336,23,0,0.0,1,0,0,0,0,0,0,0,0,0
17644,0,37,7,2216.5,7,1218,10.235294117647058,2216.5,18.626050420168067,9.452124433296515,75,169,24.142857142857142,1,0,0,0,0,0,0,0,0,0
17646,0,0,8,2500.6800000000003,8,883,6.792307692307692,2500.6800000000003,19.236,11.367242450578443,87,268,33.5,1,0,0,0,0,0,0,0,0,0
17649,1,14,2,710.4,2,324,7.043478260869565,710.4,15.443478260869565,3.8550775852641146,45,2,1.0,1,0,0,0,0,0,0,0,0,0
17651,1,43,6,1758.52,6,974,9.74,1758.52,17.5852,11.748023042799218,84,28,4.666666666666667,1,0,0,0,0,0,0,0,0,0
17663,0,1,8,2855.9,8,1324,10.67741935483871,2855.9,23.031451612903226,27.157115155456882,92,189,23.625,1,0,0,0,0,0,0,0,0,0
17664,1,19,2,561.59,2,454,12.27027027027027,561.59,15.178108108108109,5.487322175219409,31,145,72.5,1,0,0,0,0,0,0,0,0,0
17665,1,38,1,563.1,1,690,36.31578947368421,563.1,29.63684210526316,32.408187074776095,19,0,0.0,1,0,0,0,0,0,0,0,0,0
17666,1,22,3,1319.6399999999999,3,956,36.76923076923077,1319.6399999999999,50.755384615384614,20.41320048023224,17,50,16.666666666666668,1,0,0,0,0,0,0,0,0,0
17667,0,44,3,1592.29,3,968,10.189473684210526,1592.29,16.760947368421053,9.97155103000576,79,155,51.666666666666664,1,0,0,0,0,0,0,0,0,0
17669,1,7,3,2735.63,3,1589,20.907894736842106,2735.63,35.99513157894737,44.045750260183524,56,154,51.333333333333336,1,0,0,0,0,0,0,0,0,0
17673,0,38,5,1825.09,5,1230,6.212121212121212,1825.09,9.217626262626263,17.09671770445142,134,136,27.2,1,0,0,0,0,0,0,0,0,0
17675,0,8,29,11810.960000000001,29,5176,19.24163568773234,11810.960000000001,43.90691449814127,40.59997356530981,121,266,9.172413793103448,1,0,0,0,0,0,0,0,0,0
17676,0,22,3,850.63,3,709,12.660714285714286,850.63,15.18982142857143,5.94293269846139,43,142,47.333333333333336,1,0,0,0,0,0,0,0,0,0
17677,0,7,19,14122.44,19,8558,27.517684887459808,14122.44,45.40977491961415,52.57328735063466,192,261,13.736842105263158,1,0,0,0,0,0,0,0,0,0
17678,1,148,1,301.65,1,161,13.416666666666666,301.65,25.1375,10.7337853400966,12,0,0.0,1,0,0,0,0,0,0,0,0,0
17679,1,66,5,1585.5,5,1026,20.11764705882353,1585.5,31.08823529411765,19.541680245657727,41,214,42.8,1,0,0,0,0,0,0,0,0,0
17680,0,56,1,226.05,1,23,4.6,226.05,45.21,53.14114931011561,5,0,0.0,1,0,0,0,0,0,0,0,0,0
17681,1,142,5,731.2,5,450,32.142857142857146,731.2,52.228571428571435,45.37846708214453,12,96,19.2,1,0,0,0,0,0,0,0,0,0
17682,0,44,4,1433.2,4,822,9.448275862068966,1433.2,16.473563218390805,10.150712654212946,50,142,35.5,1,0,0,0,0,0,0,0,0,0
17683,0,56,2,683.23,2,643,14.953488372093023,683.23,15.88906976744186,9.204598440312187,38,42,21.0,1,0,0,0,0,0,0,0,0,0
17685,0,10,3,1429.68,3,1058,25.19047619047619,1429.68,34.04,36.4413937780624,36,200,66.66666666666667,1,0,0,0,0,0,0,0,0,0
17686,0,78,1,1294.8700000000001,1,526,7.305555555555555,1294.8700000000001,17.984305555555558,8.588032752220276,72,0,0.0,1,0,0,0,0,0,0,0,0,0
17689,0,19,1,166.0,1,120,13.333333333333334,166.0,18.444444444444443,8.935338705263376,9,0,0.0,1,0,0,0,0,0,0,0,0,0
17690,0,177,2,765.37,2,550,14.102564102564102,765.37,19.624871794871794,16.084590185345082,39,41,20.5,1,0,0,0,0,0,0,0,0,0
17691,0,91,1,172.65,1,125,9.615384615384615,172.65,13.28076923076923,3.6112404644813796,13,0,0.0,1,0,0,0,0,0,0,0,0,0
17692,0,3,5,1612.06,5,1264,13.89010989010989,1612.06,17.714945054945055,8.485248162890489,61,82,16.4,1,0,0,0,0,0,0,0,0,0
17694,1,56,2,1412.85,2,1309,19.833333333333332,1412.85,21.40681818181818,19.286811688428315,45,51,25.5,1,0,0,0,0,0,0,0,0,0
17695,0,8,2,664.5,2,922,41.90909090909091,664.5,30.204545454545453,22.83069106587566,18,217,108.5,1,0,0,0,0,0,0,0,0,0
17696,0,15,12,3481.63,12,2701,17.538961038961038,3481.63,22.607987012987014,18.981744424883477,103,258,21.5,1,0,0,0,0,0,0,0,0,0
17699,1,21,2,442.0,2,208,10.947368421052632,442.0,23.263157894736842,21.199907246293836,17,84,42.0,1,0,0,0,0,0,0,0,0,0
17700,0,24,7,3190.66,7,1721,9.834285714285715,3190.66,18.232342857142857,15.442419212874036,145,258,36.857142857142854,1,0,0,0,0,0,0,0,0,0
17705,1,0,2,260.38,2,338,19.88235294117647,260.38,15.316470588235294,2.5794014353539243,16,121,60.5,1,0,0,0,0,0,0,0,0,0
17706,0,17,6,3340.06,6,1515,12.023809523809524,3340.06,26.508412698412698,20.49920433237148,117,217,36.166666666666664,1,0,0,0,0,0,0,0,0,0
17707,0,5,5,330.3,5,294,21.0,330.3,23.592857142857145,14.88445054853783,7,271,54.2,1,0,0,0,0,0,0,0,0,0
17709,1,15,4,533.56,4,278,8.424242424242424,533.56,16.168484848484848,7.4266480162705815,31,132,33.0,1,0,0,0,0,0,0,0,0,0
17713,0,24,2,612.42,2,587,13.651162790697674,612.42,14.242325581395347,6.099629121125512,33,69,34.5,1,0,0,0,0,0,0,0,0,0
17714,0,15,3,824.07,3,275,5.729166666666667,824.07,17.168125,6.969519247210245,40,43,14.333333333333334,1,0,0,0,0,0,0,0,0,0
17715,1,137,1,163.2,1,192,192.0,163.2,163.2,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0
17716,0,30,8,8281.6,8,4743,16.642105263157895,8281.6,29.05824561403509,25.16313661081207,188,251,31.375,1,0,0,0,0,0,0,0,0,0
17720,0,16,3,726.12,3,620,14.090909090909092,726.12,16.502727272727274,7.828252162768524,33,106,35.333333333333336,1,0,0,0,0,0,0,0,0,0
17726,0,57,3,361.14,3,174,7.25,361.14,15.0475,5.960800391251818,23,169,56.333333333333336,1,0,0,0,0,0,0,0,0,0
17729,1,141,1,438.65000000000003,1,247,10.73913043478261,438.65000000000003,19.071739130434786,6.852236298646604,23,0,0.0,1,0,0,0,0,0,0,0,0,0
17730,0,15,4,1322.97,4,721,16.022222222222222,1322.97,29.399333333333335,25.738793006948587,34,119,29.75,1,0,0,0,0,0,0,0,0,0
17731,1,166,2,468.88,2,214,6.6875,468.88,14.6525,5.336241881638692,30,47,23.5,1,0,0,0,0,0,0,0,0,0
17732,0,2,3,919.7,3,568,11.591836734693878,919.7,18.76938775510204,6.499533126875112,47,30,10.0,1,0,0,0,0,0,0,0,0,0
17734,1,70,3,741.69,3,319,7.4186046511627906,741.69,17.248604651162793,8.846501213526748,40,116,38.666666666666664,1,0,0,0,0,0,0,0,0,0
17735,0,8,2,506.46,2,446,15.379310344827585,506.46,17.464137931034482,9.828821146157495,26,33,16.5,1,0,0,0,0,0,0,0,0,0
17738,0,91,7,1547.87,7,1123,12.340659340659341,1547.87,17.00956043956044,7.679153007705401,77,84,12.0,1,0,0,0,0,0,0,0,0,0
17739,0,21,8,3271.6,8,1034,14.164383561643836,3271.6,44.81643835616438,29.852889696805228,40,256,32.0,1,0,0,0,0,0,0,0,0,0
17740,0,113,4,313.5,4,168,24.0,313.5,44.785714285714285,40.65358813895064,5,129,32.25,1,0,0,0,0,0,0,0,0,0
17741,0,105,1,41.400000000000006,1,60,30.0,41.400000000000006,20.700000000000003,14.849242404917499,2,0,0.0,1,0,0,0,0,0,0,0,0,0
17742,0,1,8,1628.8700000000001,8,502,7.84375,1628.8700000000001,25.451093750000002,15.734016239939837,41,282,35.25,1,0,0,0,0,0,0,0,0,0
17745,1,22,2,600.34,2,164,5.857142857142857,600.34,21.440714285714286,13.984837802412597,27,78,39.0,1,0,0,0,0,0,0,0,0,0
17746,1,16,3,793.9300000000001,3,659,21.966666666666665,793.9300000000001,26.464333333333336,22.67356986074061,28,139,46.333333333333336,1,0,0,0,0,0,0,0,0,0
17748,1,72,1,358.15,1,111,6.529411764705882,358.15,21.06764705882353,13.95759136160846,17,0,0.0,1,0,0,0,0,0,0,0,0,0
17749,1,91,1,351.66,1,126,5.7272727272727275,351.66,15.984545454545456,3.758332618231663,22,0,0.0,1,0,0,0,0,0,0,0,0,0
17753,1,9,4,390.56,4,128,1.7777777777777777,390.56,5.424444444444444,10.697624441954177,63,238,59.5,1,0,0,0,0,0,0,0,0,0
17754,0,31,7,2396.19,7,2400,18.181818181818183,2396.19,18.152954545454545,30.82771383121017,114,241,34.42857142857143,1,0,0,0,0,0,0,0,0,0
17757,0,5,16,1841.15,16,924,3.0295081967213116,1841.15,6.0365573770491805,7.756550305956587,176,234,14.625,1,0,0,0,0,0,0,0,0,0
17758,0,113,1,434.96,1,280,4.242424242424242,434.96,6.59030303030303,4.632495247105194,64,0,0.0,1,0,0,0,0,0,0,0,0,0
17759,0,128,1,132.15,1,49,8.166666666666666,132.15,22.025000000000002,21.79421368161742,5,0,0.0,1,0,0,0,0,0,0,0,0,0
17760,0,172,3,237.89,3,119,5.173913043478261,237.89,10.343043478260869,9.533320720114748,20,21,7.0,1,0,0,0,0,0,0,0,0,0
17762,1,1,1,129.75,1,129,7.588235294117647,129.75,7.632352941176471,4.963458382785844,16,0,0.0,1,0,0,0,0,0,0,0,0,0
17764,0,85,2,535.71,2,217,3.1,535.71,7.6530000000000005,7.132241014159432,60,196,98.0,1,0,0,0,0,0,0,0,0,0
17769,0,110,4,1482.66,4,604,3.8227848101265822,1482.66,9.383924050632912,9.359376158877627,127,124,31.0,1,0,0,0,0,0,0,0,0,0
17771,0,134,1,16.0,1,4,1.0,16.0,4.0,0.28867513459481287,4,0,0.0,1,0,0,0,0,0,0,0,0,0
17773,1,59,2,585.27,2,260,4.642857142857143,585.27,10.45125,8.950431591929977,48,175,87.5,1,0,0,0,0,0,0,0,0,0
17774,0,17,4,1797.35,4,989,4.454954954954955,1797.35,8.096171171171171,5.819809533935955,186,196,49.0,1,0,0,0,0,0,0,0,0,0
17783,1,57,1,96.44,1,85,3.4,96.44,3.8575999999999997,2.9920440059152424,24,0,0.0,1,0,0,0,0,0,0,0,0,0
17784,1,95,1,112.86,1,72,3.130434782608696,112.86,4.90695652173913,3.3993507866577977,19,0,0.0,1,0,0,0,0,0,0,0,0,0
17785,0,110,1,115.25,1,68,4.25,115.25,7.203125,11.083613561620295,16,0,0.0,1,0,0,0,0,0,0,0,0,0
17790,0,32,4,573.04,4,396,4.714285714285714,573.04,6.8219047619047615,11.752617188779745,67,57,14.25,1,0,0,0,0,0,0,0,0,0
17792,1,12,2,370.05,2,151,2.849056603773585,370.05,6.9820754716981135,7.181433421970469,45,11,5.5,1,0,0,0,0,0,0,0,0,0
17797,0,113,4,936.51,4,443,3.6016260162601625,936.51,7.613902439024391,8.239709790582843,102,155,38.75,1,0,0,0,0,0,0,0,0,0
17798,1,126,1,183.09,1,142,2.8979591836734695,183.09,3.736530612244898,4.88735168190146,43,0,0.0,1,0,0,0,0,0,0,0,0,0
17799,0,31,8,2805.74,8,1728,3.814569536423841,2805.74,6.193686534216335,4.8630800137470365,279,240,30.0,1,0,0,0,0,0,0,0,0,0
17801,0,94,2,534.4599999999999,2,580,9.508196721311476,534.4599999999999,8.761639344262294,6.263087146215745,50,142,71.0,1,0,0,0,0,0,0,0,0,0
17802,0,33,5,2377.81,5,1320,4.888888888888889,2377.81,8.806703703703704,12.751413445423216,184,238,47.6,1,0,0,0,0,0,0,0,0,0
17804,0,77,2,266.23,2,145,2.265625,266.23,4.15984375,3.698944719604562,59,206,103.0,1,0,0,0,0,0,0,0,0,0
17805,1,155,1,414.72,1,648,648.0,414.72,414.72,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0
17807,0,124,2,301.62,2,189,2.8208955223880596,301.62,4.50179104477612,4.763074804371626,67,125,62.5,1,0,0,0,0,0,0,0,0,0
17808,1,93,4,262.64,4,143,4.333333333333333,262.64,7.958787878787878,13.122717600971548,29,32,8.0,1,0,0,0,0,0,0,0,0,0
17809,0,39,6,3371.1800000000003,6,602,30.1,3371.1800000000003,168.55900000000003,132.9406634119939,13,242,40.333333333333336,1,0,0,0,0,0,0,0,0,0
17812,0,75,1,101.4,1,49,1.8846153846153846,101.4,3.9000000000000004,3.414088458139303,26,0,0.0,1,0,0,0,0,0,0,0,0,0
17819,0,128,4,2085.1,4,307,18.058823529411764,2085.1,122.65294117647058,181.97624799560745,11,142,35.5,1,0,0,0,0,0,0,0,0,0
17822,0,105,2,1100.49,2,882,6.837209302325581,1100.49,8.53093023255814,9.901069027024658,113,0,0.0,1,0,0,0,0,0,0,0,0,0
17825,1,143,4,731.96,4,540,19.285714285714285,731.96,26.141428571428573,32.04760206136487,24,126,31.5,1,0,0,0,0,0,0,0,0,0
17827,1,166,1,392.59,1,345,5.073529411764706,392.59,5.7733823529411765,5.311739634166614,65,0,0.0,1,0,0,0,0,0,0,0,0,0
17829,0,22,2,3357.58,2,2162,16.75968992248062,3357.58,26.027751937984494,15.356900792086421,110,178,89.0,0,0,0,0,0,0,0,0,0,0
17838,0,25,8,3008.04,8,1720,11.944444444444445,3008.04,20.889166666666668,18.299436251777458,75,150,18.75,1,0,0,0,0,0,0,0,0,0
17841,0,4,68,21100.88,68,9904,2.6502542146106505,21100.88,5.646475782713407,11.410994511451655,1249,277,4.073529411764706,1,0,0,0,0,0,0,0,0,0
17842,1,147,1,430.69,1,89,4.944444444444445,430.69,23.927222222222223,11.840682018093162,18,0,0.0,1,0,0,0,0,0,0,0,0,0
17845,1,100,4,598.19,4,196,4.083333333333333,598.19,12.462291666666667,10.752083269605237,42,21,5.25,1,0,0,0,0,0,0,0,0,0
17847,1,60,2,129.69,2,29,3.2222222222222223,129.69,14.41,23.44148406138144,9,129,64.5,1,0,0,0,0,0,0,0,0,0
17848,0,39,16,2216.17,16,827,9.845238095238095,2216.17,26.382976190476192,44.74787616363545,55,239,14.9375,1,0,0,0,0,0,0,0,0,0
17849,1,25,4,457.96000000000004,4,110,4.583333333333333,457.96000000000004,19.081666666666667,20.293674890953344,18,154,38.5,1,0,0,0,0,0,0,0,0,0
17850,0,53,81,36066.05,81,14174,8.512912912912913,36066.05,21.661291291291292,12.399714475129581,77,226,2.7901234567901234,1,0,0,0,0,0,0,0,0,0
17851,0,71,5,1448.95,5,821,3.966183574879227,1448.95,6.9997584541062805,6.597755240475129,158,210,42.0,1,0,0,0,0,0,0,0,0,0
17853,0,21,2,1073.51,2,419,5.048192771084337,1073.51,12.933855421686747,11.592675655640981,77,259,129.5,1,0,0,0,0,0,0,0,0,0
17854,1,7,4,760.19,4,526,5.0095238095238095,760.19,7.2399047619047625,9.577791167314553,98,269,67.25,1,0,0,0,0,0,0,0,0,0
